N,P,K,temperature,humidity,ph,rainfall,label,NPK,THI,temp_rain,ph_rain,label_enc,rainfall_level_Med,rainfall_level_High,rainfall_level_VeryHigh,ph_category_Alkaline,ph_category_Neutral
91,35,39,23.79391957,80.41817957,6.970859754,206.2611855,rice,55.0,19.134636966543972,4907.762058199851,1437.8177968142784,20,False,False,True,False,True
77,38,36,21.8652524,80.1923008,5.953933276,224.55501690000003,rice,50.333333333333336,17.53424897528722,4909.952122204766,1336.9855874136524,20,False,False,True,False,True
88,35,40,23.57943626,83.58760316,5.85393208,291.2986618000001,rice,54.333333333333336,19.70948560837395,6868.658228536399,1705.2425811720911,20,False,False,True,False,True
89,45,36,21.32504158,80.47476396,6.442475375,185.4974732,rice,56.666666666666664,17.161276875876855,3955.7413289749356,1195.0629032157224,20,False,True,False,False,True
76,40,43,25.15745531,83.11713476,5.070175667,231.3843163,rice,53.0,20.910156032199474,5821.040596752155,1173.1591302296915,20,False,False,True,False,False
67,59,41,21.94766735,80.97384195,6.012632591,213.3560921,rice,55.666666666666664,17.771869471700754,4682.668536506763,1282.8317928488577,20,False,False,True,False,True
83,41,43,21.0525355,82.67839517,6.254028451,233.1075816,rice,55.666666666666664,17.40589849399454,4907.505636953148,1457.8614474702042,20,False,False,True,False,True
98,47,37,23.48381344,81.33265073,7.375482851,224.0581164,rice,60.666666666666664,19.100007963239996,5261.739005255404,1652.5367951355618,20,False,False,True,False,True
66,53,41,25.0756354,80.52389148,7.778915154,257.0038865,rice,53.333333333333336,20.191877437416466,6444.535754256983,1999.211427331746,20,False,False,True,True,False
97,59,43,26.35927159,84.04403589,6.2865001760000006,271.35861370000003,rice,66.33333333333333,22.153395675442177,7152.815396804195,1705.8959727841664,20,False,False,True,False,True
97,50,41,24.52922681,80.54498576,7.070959995,260.2634026,rice,62.666666666666664,19.757062241152603,6384.060032717744,1840.3121079471791,20,False,False,True,False,True
60,49,44,20.77576147,84.49774397,6.244841491,240.0810647,rice,51.0,17.55504973473851,4987.866933670837,1499.2681940420155,20,False,False,True,False,True
84,51,35,22.30157427,80.64416466,6.043304899,197.9791215,rice,56.666666666666664,17.984918276070992,4415.246082041604,1196.448194860666,20,False,True,False,False,True
73,57,41,21.44653958,84.94375962,5.824709117,272.2017204,rice,57.0,18.217497027643354,5837.784970302693,1585.495842476965,20,False,False,True,False,True
92,35,40,22.17931888,80.33127223,6.3573893660000005,200.0882787,rice,55.666666666666664,17.816929028252588,4437.821737437612,1272.0390952686244,20,False,False,True,False,True
85,37,39,24.52783742,82.73685569,6.364134967999999,224.67572310000003,rice,53.666666666666664,20.29356145006322,5510.80960841774,1429.8666258413953,20,False,False,True,False,True
98,53,38,20.26707606,81.63895217,5.01450727,270.4417274,rice,63.0,16.545828530880918,5481.063059013586,1356.1320081586582,20,False,False,True,False,False
88,54,44,25.7354293,83.88266234,6.149410611,233.1321372,rice,62.0,21.587563261468425,5999.7556344685,1433.625238262788,20,False,False,True,False,True
95,55,42,26.79533926,82.1480873,5.950660556,193.3473987,rice,64.0,22.01185868763597,5180.809143204983,1150.5447390492957,20,False,True,False,False,True
99,57,35,26.75754171,81.17734011,5.960370061,272.29990560000005,rice,63.666666666666664,21.721060639001813,7286.076081721064,1623.0082049513665,20,False,False,True,False,True
95,39,36,23.86330467,83.15250801,5.561398642,285.2493645,rice,56.666666666666664,19.842936327172456,6806.992491987383,1586.3854283616631,20,False,False,True,False,True
60,43,44,21.01944696,82.95221726,7.416245107000001,298.40184710000005,rice,49.0,17.436097309109662,6272.241797884481,2213.0212384751376,20,False,False,True,False,True
63,44,41,24.17298839,83.7287574,5.583370042,257.0343554,rice,49.333333333333336,20.23974280539327,6213.288488915334,1435.1179197051408,20,False,False,True,False,True
62,42,36,22.78133816,82.06719137,6.430010215,248.7183228,rice,46.666666666666664,18.69600438441404,5666.136218294839,1599.2613562616675,20,False,False,True,False,True
64,45,43,25.62980105,83.52842314,5.534878156,209.9001977,rice,50.666666666666664,21.408168670984164,5379.700307406668,1161.7720191898115,20,False,False,True,False,True
83,60,36,25.59704938,80.14509262,6.903985986,200.834898,rice,59.666666666666664,20.514778933588136,5140.780801333264,1386.5613212917397,20,False,False,True,False,True
82,40,40,23.83067496,84.81360127,6.271478837999999,298.5601175,rice,54.0,20.211653640524133,7114.889116161908,1872.4134587720432,20,False,False,True,False,True
85,52,45,26.31355498,82.36698992,7.224285503,265.5355937,rice,60.666666666666664,21.673683177970258,6987.185443971891,1918.304940097408,20,False,False,True,False,True
91,35,38,24.8972823,80.52586088,6.13428721,183.6793207,rice,54.666666666666664,20.048750907798865,4573.115900140134,1126.7417077114983,20,False,True,False,False,True
76,49,42,24.958779,84.47963372,5.206373153,196.95600080000003,rice,55.666666666666664,21.085085080184275,4915.781296691024,1025.4264348873667,20,False,True,False,False,False
74,39,38,23.24113501,84.59201843,7.782051312999999,233.0453455,rice,50.333333333333336,19.66014521100038,5416.238338217596,1813.5708369368135,20,False,False,True,True,False
79,43,39,21.66628296,80.70960551,7.062779015,210.8142087,rice,53.666666666666664,17.486771505696353,4567.560297682694,1488.9341692701905,20,False,False,True,False,True
88,55,45,24.63544858,80.41363018,7.730367824,253.7202781,rice,62.666666666666664,19.81025851430526,6250.5128648358495,1961.3510741205719,20,False,False,True,True,False
60,36,43,23.43121862,83.06310136,5.286203711000001,219.9048349,rice,46.333333333333336,19.462696872213794,5152.638262136906,1162.4617543152224,20,False,False,True,False,False
76,60,39,20.0454142,80.3477562,6.766240045,208.5810155,rice,58.333333333333336,16.10604053069618,4181.0928499541205,1411.3092197028657,20,False,False,True,False,True
93,56,42,23.85724032,82.22572988,7.382762603,195.0948311,rice,63.666666666666664,19.616789982345647,4654.424270742509,1440.3388230836813,20,False,True,False,False,True
65,60,43,21.97199397,81.89918197,5.658169482000001,227.3637009,rice,56.0,17.994883323927727,4995.633865171683,1286.462353746956,20,False,False,True,False,True
95,52,36,26.22916897,83.83625819,5.543360237999999,286.5083725,rice,61.0,21.989553818780564,7514.876513622202,1588.2191199705924,20,False,False,True,False,True
75,38,39,23.44676801,84.79352417,6.215109715,283.9338466,rice,50.666666666666664,19.881340899643178,6657.331031417127,1764.6800084209794,20,False,False,True,False,True
74,54,38,25.65553461,83.47021081,7.120272972,217.3788583,rice,55.333333333333336,21.41472882339951,5576.970822597936,1547.796809437708,20,False,False,True,False,True
91,36,45,24.44345477,82.45432595,5.950647577000001,267.97619480000003,rice,57.333333333333336,20.15468586949662,6550.26399703051,1594.6318942803005,20,False,False,True,False,True
71,46,40,20.2801937,82.1235421,7.236705436,191.9535738,rice,52.333333333333336,16.65481341118105,3892.855658071245,1389.111470978087,20,False,True,False,False,True
99,55,35,21.7238313,80.2389895,6.501697816,277.9626192,rice,63.0,17.430982715804713,6038.413047206941,1807.2289541822797,20,False,False,True,False,True
72,40,38,20.41447029,82.20802629,7.592490617,245.1511304,rice,50.0,16.782333102967442,5004.630468110716,1861.3076573089436,20,False,False,True,True,False
83,58,45,25.75528612,83.51827127,5.875345751,245.6626799,rice,62.0,21.51036972806626,6327.112609830473,1443.3531825297382,20,False,False,True,False,True
93,58,38,20.61521424,83.77345559,6.932400225,279.5451717,rice,63.0,17.270077346129757,5762.8836043530855,1937.919011190744,20,False,False,True,False,True
70,36,42,21.84106875,80.72886384,6.9462098810000015,202.3838319,rice,49.333333333333336,17.632046652388293,4420.279186416343,1405.8005728984233,20,False,False,True,False,True
76,47,42,20.08369642,83.29114712,5.739175027000001,263.6372176,rice,55.0,16.727941132316374,5294.8098432918805,1513.060135437685,20,False,False,True,False,True
99,41,36,24.45802087,82.74835604,6.738652179,182.5616319,rice,58.666666666666664,20.238610189845105,4465.096203071458,1230.2193386047309,20,False,True,False,False,True
99,54,37,21.14347496,80.33502926,5.5948196260000005,198.6730942,rice,63.333333333333336,16.98561679569677,4200.639592443421,1111.540126588307,20,False,True,False,False,True
86,59,35,25.78720567,82.11124033,6.946636369,243.5120414,rice,60.0,21.174194422085083,6279.495094703354,1691.5896030786737,20,False,False,True,False,True
69,46,41,23.64124821,80.28597873,5.012139669,263.1103304,rice,52.0,18.980607509387106,6220.256627601509,1318.7457243215367,20,False,False,True,False,False
91,56,37,23.43191632,80.56887849,6.363472207999999,269.5039162,rice,61.333333333333336,18.878832187739278,6314.993212310692,1714.9806806858608,20,False,False,True,False,True
61,52,41,24.97669518,83.891805,6.880431223,204.8001847,rice,51.333333333333336,20.953400415850002,5115.2317860595995,1409.1135852860468,20,False,False,True,False,True
67,45,38,22.72791041,82.17068809999998,7.300410836,260.8875056,rice,50.0,18.675680374648525,5929.4278543651735,1904.5859728592507,20,False,False,True,False,True
79,42,37,24.87300744,82.84022551,6.587918707999999,295.6094492000001,rice,52.666666666666664,20.604855454415073,7352.696029285904,1947.451020646256,20,False,False,True,False,True
78,43,42,21.32376327,83.00320459,7.283736617000001,192.3197536,rice,54.333333333333336,17.69940685328537,4100.98089791113,1400.8064314687379,20,False,True,False,False,True
75,54,36,26.29465461,84.56919326,7.023936392,257.4914906,rice,55.0,22.2371772741804,6770.649810341062,1808.6038514556662,20,False,False,True,False,True
97,36,45,22.2286982,81.85872947,6.939083505,278.0791793,rice,59.333333333333336,18.19612992424076,6181.338152363388,1929.6146461645676,20,False,False,True,False,True
67,47,44,26.73072391,81.78596776,7.868474653,280.4044392,rice,52.666666666666664,21.861981239047214,7495.413647393581,2206.3552224338796,20,False,False,True,True,False
73,35,38,24.88921174,81.97927117,5.005306977,185.9461429,rice,48.666666666666664,20.403994384410076,4628.052922874398,930.7175264036091,20,False,True,False,False,False
77,36,37,26.88444878,81.46033732,6.136131869,194.5766559,rice,50.0,21.900162662810622,5231.086139327234,1193.9480192314368,20,False,True,False,False,True
81,41,38,22.67846116,83.72874389,7.5240800760000015,200.9133156,rice,53.333333333333336,18.988390662849525,4556.4048243614225,1511.6878749090604,20,False,False,True,True,False
68,57,43,26.08867875,80.37979919,5.706943251,182.9043504,rice,56.0,20.9700275905742,4771.732839563034,1043.8247480938192,20,False,True,False,False,True
72,45,35,25.42977518,82.94682591,5.758506323,195.3574542,rice,50.666666666666664,21.093191347858987,4967.896140043147,1124.9671352558828,20,False,True,False,False,True
61,53,43,26.40323239,81.05635517,6.349606327,223.3671883,rice,52.333333333333336,21.401497822398877,5897.61578098579,1418.2937120738804,20,False,False,True,False,True
67,43,39,26.04371967,84.96907151,5.9999690260000005,186.7536773,rice,49.666666666666664,22.12910679026624,4863.760418942843,1120.5162792915994,20,False,True,False,False,True
67,58,39,25.2827223,80.54372813,5.453592032,220.1156708,rice,54.666666666666664,20.363647113174885,5565.123378714618,1200.4210683932151,20,False,False,True,False,False
66,60,38,22.08576562,83.47038318,6.372576327000001,231.7364957,rice,54.666666666666664,18.435073191250705,5118.077929630338,1476.7585065997575,20,False,False,True,False,True
82,43,38,23.28617173,81.43321641,5.105588355,242.3170629,rice,54.333333333333336,18.96267861849514,5642.636739798611,1237.1711745600426,20,False,False,True,False,False
84,50,44,25.48591986,81.40633547,5.9353444060000005,182.6549356,rice,59.333333333333336,20.747153418846956,4655.12905073506,1084.1199502417503,20,False,True,False,False,True
81,53,42,23.67575393,81.03569343,5.17782304,233.7034975,rice,58.666666666666664,19.185811371955975,5533.10649939037,1210.0753538840822,20,False,False,True,False,False
91,50,40,20.82477109,84.1341879,6.462391607000001,230.22422230000004,rice,60.333333333333336,17.520752038605476,4794.366728770774,1487.7990819196227,20,False,False,True,False,True
93,53,38,26.92995077,81.91411159,7.069172227,290.67937830000005,rice,61.333333333333336,22.059429924869864,7827.981347473208,2054.862588039987,20,False,False,True,False,True
90,44,38,23.83509503,83.88387074,7.473134377,241.20135130000003,rice,57.333333333333336,19.99380030572137,5749.057129599915,1802.530110178884,20,False,False,True,False,True
81,45,35,26.52872817,80.12267476,6.158376967000001,218.9163567,rice,53.666666666666664,21.255526589613602,5807.572518861059,1348.1694488008363,20,False,False,True,False,True
78,40,38,26.46428311,83.85642678,7.549873681,248.2256491,rice,52.0,22.192002188989058,6569.113852945917,1874.0722950892314,20,False,False,True,True,False
60,51,36,22.69657794,82.81088865,6.028321557999999,256.9964761,rice,49.0,18.795237885253865,5832.940550108998,1549.2573972036614,20,False,False,True,False,True
88,46,42,22.68319059,83.46358271,6.604993475,194.2651719,rice,58.666666666666664,18.932203539351587,4406.553919206813,1283.1201928192534,20,False,True,False,False,True
93,47,37,21.53346343,82.14004101,6.500343222000001,295.9248796,rice,59.0,17.687595692275355,6372.287572893753,1923.6132853290262,20,False,False,True,False,True
60,55,45,21.40865769,83.32931909999998,5.935745417000001,287.5766935000001,rice,53.333333333333336,17.83968868152678,6156.63099076355,1706.9820404786394,20,False,False,True,False,True
78,35,44,26.54348085,84.67353597,7.072655622,183.6222657,rice,52.333333333333336,22.47530380521481,4873.9740932415625,1298.697049827483,20,False,True,False,False,True
65,37,40,23.35905428,83.59512273,5.333322606,188.413665,rice,47.333333333333336,19.527030093933316,4401.165027828736,1004.8708588238111,20,False,True,False,False,False
71,54,16,22.61359953,63.69070564,5.7499144210000015,87.75953857,maize,47.0,14.402761111260723,1984.5590601595688,504.60983640394886,11,True,False,False,False,True
61,44,17,26.10018422,71.57476937,6.931756557999999,102.2662445,maize,40.666666666666664,18.681146660610132,2669.167820937562,708.8847109749063,11,False,True,False,False,True
80,43,16,23.55882094,71.59351368,6.657964753,66.71995467,maize,46.333333333333336,16.866587692525606,1571.843465195447,444.2191065146178,11,True,False,False,False,True
73,58,21,19.97215954,57.68272924,6.596060648,60.65171481,maize,50.666666666666664,11.52048671083903,1211.3457245599009,400.0623892919598,11,True,False,False,False,True
61,38,20,18.47891261,62.69503871,5.970458434,65.43835393,maize,39.666666666666664,11.58536141402657,1209.2296236147201,390.69697212844557,11,True,False,False,False,True
68,41,16,21.77689322,57.80840636,6.158830619,102.0861694,maize,41.666666666666664,12.588874925200889,2223.119610262632,628.7314258771409,11,False,True,False,False,True
93,41,17,25.6217169,66.50415474,6.047906679,105.4654703,maize,50.333333333333336,17.039506254220733,2702.206422751958,637.8453222312461,11,False,True,False,False,True
89,60,19,25.19192419,66.69029010000001,5.913664501,78.06639649,maize,56.0,16.80056732408308,1966.6427421625624,461.65847764390406,11,True,False,False,False,True
76,44,17,20.41683147,62.55424820000001,5.855442401,65.27798457,maize,45.666666666666664,12.771595432319511,1332.7696096669506,382.23147870300176,11,True,False,False,False,True
67,60,25,24.92162194,66.78627406,5.750254943,109.2162279,maize,50.666666666666664,16.644222729045488,2721.8455414366804,628.0211543377895,11,False,True,False,False,True
70,44,19,23.31689124,73.4541537,5.852607099,94.29712821,maize,44.333333333333336,17.127225129491435,2198.715882716906,551.8840419771592,11,True,False,False,False,True
90,49,21,24.84016732,68.3584573,6.4725232870000005,74.05474936,maize,53.333333333333336,16.980355170690753,1839.532364943063,479.3210897455484,11,True,False,False,False,True
62,52,16,22.27526694,58.84015925,6.9670577620000005,63.87020584,maize,43.333333333333336,13.106802540858602,1422.725884598747,444.98741335810973,11,True,False,False,False,True
92,44,16,18.87751445,65.76816093,6.082973754,94.76189431,maize,50.666666666666664,12.415394083060002,1788.8690291463977,576.434115967052,11,True,False,False,False,True
66,54,21,25.19008683,60.200168700000006,5.919045532,72.12375573,maize,47.0,15.164474767336483,1816.8036693444099,426.9037941047159,11,True,False,False,False,True
63,58,22,18.25405352,55.28220433,6.204747652999999,63.72358154,maize,47.666666666666664,10.091243165433957,1163.213667917244,395.3887430010691,11,True,False,False,False,True
70,47,17,24.612911800000006,70.4162444,6.600827017,104.1626147,maize,44.666666666666664,17.33148812704444,2563.745248468484,687.5594012731215,11,False,True,False,False,True
61,41,17,25.1420613,65.26185135,6.021902237000001,76.68456006,maize,39.666666666666664,16.408174671931878,1928.0079097920518,461.7869237686749,11,True,False,False,False,True
66,53,19,23.09348056,60.11593810000001,6.033550195,65.49730729,maize,46.0,13.882862478585134,1512.5607926339612,395.1812911715544,11,True,False,False,False,True
74,55,19,18.05033737,62.89366992,6.28886807,84.23613484,maize,49.333333333333336,11.352519604934209,1520.4906526068112,529.7499387354907,11,True,False,False,False,True
77,57,21,24.9321581,73.80435276,6.550563822999999,79.74078719,maize,51.666666666666664,18.401017914804914,1988.1099132395348,522.3471157843558,11,True,False,False,False,True
99,50,15,18.14710054,71.09445342,5.573286437,88.07753741,maize,54.666666666666664,12.901581940490866,1598.3519266948813,490.88134465151313,11,True,False,False,False,True
74,56,22,18.28362235,66.65952796,6.829199275,80.97573281,maize,50.666666666666664,12.18777635249906,1480.5297182125444,552.9994157986457,11,True,False,False,False,True
83,45,21,18.83344471,58.75082029,5.716222912,79.75328959999999,maize,49.666666666666664,11.064803255988611,1502.0291701222177,455.88758131889125,11,True,False,False,False,True
100,48,16,25.71895816,67.22190688,5.54990242,74.51490791,maize,54.666666666666664,17.288774104821364,1916.4457988335432,413.5504677357861,11,True,False,False,False,True
79,51,16,25.33797709,68.49835977,6.586244581,96.46380213,maize,48.666666666666664,17.356098705548376,2444.1976083842333,635.3341940413687,11,True,False,False,False,True
94,39,18,23.89114571,57.48775781,5.893093135,102.8301942,maize,50.333333333333336,13.734483983799004,2456.7311530197967,605.9879115107368,11,False,True,False,False,True
75,49,15,21.53574127,71.50905983,5.918263801,102.4852929,maize,46.333333333333336,15.400006109598301,2207.096751874568,606.5349991049524,11,False,True,False,False,True
78,48,22,23.08974909,63.10459626,5.588650585,70.43473609,maize,49.333333333333336,14.570692940691524,1626.3203835384677,393.63512905369913,11,True,False,False,False,True
87,54,20,25.61707368,63.4711755,6.576418207000001,108.8303762,maize,53.666666666666664,16.25945779339711,2787.9157657375185,715.7140675163396,11,False,True,False,False,True
87,35,25,21.44526922,63.1621551,6.178056304,65.88951188,maize,49.0,13.545294206348961,1413.0183210409884,407.0691142377169,11,True,False,False,False,True
63,43,19,18.51816776,55.53128131,6.641906353,90.988051,maize,41.666666666666664,10.283375832263324,1684.9319925734358,604.334113983988,11,True,False,False,False,True
84,57,25,22.53510514,67.99257471,6.489040367,64.40866039,maize,55.333333333333336,15.322198198291549,1451.4559338152033,417.95039725510395,11,True,False,False,False,True
64,35,23,23.02038334,61.89472002,5.680361037999999,63.03843397,maize,40.666666666666664,14.248401815823724,1451.1689151426779,358.0810642197236,11,True,False,False,False,True
60,46,22,24.89364635,65.61418761,6.625404347999999,87.9298085,maize,42.666666666666664,16.333763819058916,2188.893556422224,582.5705355547072,11,True,False,False,False,True
98,44,21,25.77175115,74.089114,6.524478032,107.4931917,maize,54.333333333333336,19.09406208931981,2770.287786811645,701.3369678362147,11,False,True,False,False,True
75,56,18,19.39851734,62.35750641,5.696205468,60.95197486,maize,49.666666666666664,12.096431693735463,1182.3779412289541,347.1949724829305,11,True,False,False,False,True
86,55,21,21.54156232,59.64024162,6.803931519,109.7515385,maize,54.0,12.847439816370876,2364.2196063136294,746.7419520588919,11,False,True,False,False,True
98,35,18,23.79746068,74.82913698,6.252797547999999,91.76337172,maize,50.333333333333336,17.80743444999884,2183.735230370924,573.7777856870284,11,True,False,False,False,True
76,57,18,18.9802729,74.52600826,6.092725883,94.26249353,maize,50.333333333333336,14.14523974922454,1789.1278514338842,574.315534126351,11,True,False,False,False,True
99,56,17,24.10859207,73.13112261,6.234330356,71.07562236,maize,57.333333333333336,17.63088402625644,1713.5331855986105,443.1089100505404,11,True,False,False,False,True
60,44,23,24.7947077,70.04556743,5.722579819,76.72860067,maize,42.333333333333336,17.367593701074906,1902.4632258426743,439.0855417342519,11,True,False,False,False,True
74,48,17,21.63162756,60.27766379,6.430616465,69.21803098,maize,46.333333333333336,13.039039732921779,1497.2986665959015,445.114609694868,11,True,False,False,False,True
89,60,17,25.37548751,57.21025565,5.983952675,101.7004306,maize,55.333333333333336,14.51738127690482,2580.6980064519216,608.5705637375219,11,False,True,False,False,True
69,51,23,22.21738222,72.85462807,6.80163854,106.6213157,maize,47.666666666666664,16.18639118327131,2368.846523706187,725.199650050627,11,False,True,False,False,True
96,46,22,20.58314011,69.00128641,6.499936446,66.29390357,maize,54.666666666666664,14.20263145947269,1364.536705620139,430.9061599622525,11,True,False,False,False,True
61,60,15,24.87502824,68.74248334,6.265564338,91.26056654,maize,45.333333333333336,17.099712143702295,2270.109169880899,571.7989511787,11,True,False,False,False,True
74,58,18,20.03728219,56.35606753,6.727303282,109.024141,maize,50.0,11.292224282173063,2184.5474787393487,733.4384615665308,11,False,True,False,False,True
74,43,23,25.95263264,61.89082199,6.325235159,99.57981207,maize,46.666666666666664,16.06229766894104,2584.3582810129483,629.8657284317766,11,True,False,False,False,True
63,43,17,19.28889933,65.47050802,6.807487794,71.3195307,maize,41.0,12.628540382817375,1375.6752479351444,485.5068347140583,11,True,False,False,False,True
99,36,20,20.57981887,65.34583901,6.671085817000001,78.34604471,maize,51.666666666666664,13.448055307339803,1612.3474093127218,522.6531876829289,11,True,False,False,False,True
77,36,23,24.71417533,56.73426469,6.648725327,88.45361858,maize,45.333333333333336,14.021405647672882,2186.0582381590657,588.1038141176438,11,True,False,False,False,True
87,60,23,20.27317074,63.91281869,6.439071996,62.50351892,maize,56.666666666666664,12.957154857770334,1267.1445109159804,402.46465832922814,11,True,False,False,False,True
60,38,17,18.41932981,64.23580251,6.474476516,76.41312437,maize,38.333333333333336,11.83180432041716,1407.4785395835786,494.73497924775234,11,True,False,False,False,True
94,54,17,23.39128187,61.74427165,5.871647806,107.3198135,maize,55.0,14.44277662023,2510.348007814331,630.1441474776042,11,False,True,False,False,True
95,38,22,19.84939404,61.24500053,5.730617109,100.7689246,maize,51.666666666666664,12.156761484999787,2000.2020913724496,577.468123368291,11,False,True,False,False,True
84,44,21,21.869274,61.91044947,5.850439831,107.2681929,maize,49.666666666666664,13.539365829225849,2345.8775020149546,627.5661083415514,11,False,True,False,False,True
77,58,19,22.8056033,56.50768935,5.791649933,101.5952794,maize,51.333333333333336,12.88691946715735,2316.941639149062,588.4042931301263,11,False,True,False,False,True
66,44,20,19.0781471,69.02298571,6.740000687999999,80.72515943,maize,43.333333333333336,13.16830674656578,1540.0864662764923,544.0876300971097,11,True,False,False,False,True
63,35,16,22.02720976,65.35549924,6.272417541,83.73280082,maize,38.0,14.395992907290006,1844.39996745444,525.2070886204272,11,True,False,False,False,True
79,45,20,23.80546189,59.24537979,5.715208817000001,89.96220140000001,maize,48.0,14.103636307494211,2141.591756968205,514.1527666380099,11,True,False,False,False,True
72,60,25,18.52510753,69.0276233,5.773454729,88.10234397,maize,52.333333333333336,12.787441441728335,1632.1053956892972,508.6548944295812,11,True,False,False,False,True
67,51,24,23.50297882,61.32026065,5.584171461,64.77791424,maize,47.333333333333336,14.412087872938294,1522.4739463864964,361.73098000211354,11,True,False,False,False,True
86,36,24,26.54986394,72.89187265,5.787268394,73.33636055,maize,48.666666666666664,19.352693011893074,1947.0703944572836,424.4172015420034,11,True,False,False,False,True
76,48,18,19.29563411,69.63481219,5.77597783,83.21030571,maize,47.333333333333336,13.436478573368081,1605.595613161404,480.62088100848246,11,True,False,False,False,True
75,53,18,20.68899915,59.4375337,6.864793607,103.651438,maize,48.666666666666664,12.297030841973966,2144.4445126782775,711.5457289387568,11,False,True,False,False,True
81,45,23,19.32666088,68.03449300000001,6.192360002999999,84.22969177,maize,49.666666666666664,13.14879574353734,1627.8786888657169,521.5805743815662,11,True,False,False,False,True
73,45,21,24.60532218,73.58868502,6.636803222999999,96.59195302,maize,46.333333333333336,18.1067330371964,2376.6761240525243,641.0617851190005,11,True,False,False,False,True
71,35,24,22.27373646,59.52193158,5.826426917,67.96704792,maize,43.333333333333336,13.257758176030713,1513.880113334271,396.00503747011686,11,True,False,False,False,True
96,54,22,25.70196694,61.33450447,6.960358276,83.20711308,maize,57.333333333333336,15.764174061692222,2138.5864695550013,579.1513181484459,11,True,False,False,False,True
99,39,18,19.20129357,68.30578978,6.11275104,87.85092352,maize,52.0,13.115595220964858,1686.8513729031376,537.0108241118404,11,True,False,False,False,True
62,48,20,21.70181447,60.47470519,6.708446922,95.71388473,maize,43.333333333333336,13.12410832161326,2077.164968613426,642.0915154096314,11,True,False,False,False,True
86,37,16,20.51716779,59.21235483,5.561510732,67.61013737,maize,46.333333333333336,12.148698192881268,1387.1685327252394,376.0145045752493,11,True,False,False,False,True
94,50,19,23.30355338,73.62548442,5.873242491,97.59081274,maize,54.333333333333336,17.157354063098285,2274.212714084174,573.1745081157922,11,True,False,False,False,True
76,39,24,24.2547451,55.64709899,6.995843776,64.23845455,maize,46.333333333333336,13.497062015569178,1558.0873407281854,449.4021924434764,11,True,False,False,False,True
77,52,17,24.86374934,65.7420046,5.714799723,75.82270467,maize,48.666666666666664,16.34592723483527,1885.236723195727,433.31157164522676,11,True,False,False,False,True
74,39,23,22.6265115,65.77472881,6.78073637,88.17251033,maize,45.333333333333336,14.882526578288461,1995.0363189656136,597.8745476288316,11,True,False,False,False,True
